SMILES,MW,LogP,HBA,HBD,TPSA,NumDoubleBonds,NumNitroGroups,NumAmineGroups,NumHydroxylGroups,NumSulfonateGroups,NumEsterGroups,NumKetoneGroups,NumAldehydeGroups,charge,Toxicity Value
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,267.31,1.67444,5.0,2.0,98.22,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,311.4070000000001,1.7739199999999995,4.0,2.0,78.50999999999999,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,270.354,1.78302,3.0,2.0,75.27000000000001,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,323.80500000000006,3.6671400000000007,5.0,2.0,75.11,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NCCc1ccc(O)c(O)c1,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,277.496,5.295400000000005,1.0,1.0,12.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,287.35900000000004,3.383000000000002,2.0,2.0,62.32000000000001,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1
NC1=NC(=O)C(c2ccccc2)O1,176.17499999999998,0.5992000000000001,3.0,1.0,64.67999999999999,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,270.37600000000003,2.923300000000001,3.0,0.0,25.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,289.158,3.589800000000003,2.0,1.0,46.53,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,284.428,4.239400000000003,3.0,0.0,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,321.97400000000005,6.198200000000001,2.0,0.0,18.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CC(C)[N+](=O)[O-],89.094,0.6715,2.0,0.0,43.14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
C=CCOc1ccc(CC(=O)O)cc1Cl,226.659,2.5319000000000003,2.0,1.0,46.53,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC(=O)NC1NC(=O)NC1=O,158.117,-2.1798,3.0,4.0,113.32,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1
C=CCO,58.08,0.1647,1.0,1.0,20.23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Cc1cc(=O)n(-c2ccccc2)n1C,188.23000000000002,1.4844199999999999,3.0,0.0,26.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nc1ccc(-c2ccc(N)cc2)cc1,184.242,2.5180000000000007,2.0,2.0,52.04,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CS(=O)(=O)OCCCCOS(C)(=O)=O,246.30599999999998,-0.2809999999999997,6.0,0.0,86.74000000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CC(C)(OCc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,304.7730000000001,4.386800000000004,2.0,1.0,46.53,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1
CCN(CC)C(=O)c1cccc(C)c1,191.274,2.4770200000000004,1.0,0.0,20.310000000000002,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
c1ccc(-c2ccccc2)cc1,154.21199999999996,3.353600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,330.749,1.8907,5.0,3.0,122.63000000000001,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,250.33799999999997,3.573240000000002,2.0,1.0,46.53,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,260.762,4.7574,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CCSCCC(N)C(=O)O,163.24200000000002,0.5415000000000001,3.0,2.0,63.32000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,371.82700000000006,2.2958999999999996,6.0,2.0,99.6,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,610.7110000000002,4.953000000000005,9.0,1.0,114.25,5.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,285.391,2.658400000000001,4.0,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
C1N2CN3CN1CN(C2)C3,140.19,-1.0197999999999992,4.0,0.0,12.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
COC(C)(C)C,88.14999999999999,1.4313,1.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,232.23899999999998,1.4230200000000002,4.0,1.0,72.19,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1
NC(N)=NC(N)=NCCc1ccccc1,205.26500000000001,-0.18279999999999919,1.0,3.0,102.78,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,232.23899999999995,0.7004,3.0,2.0,75.27000000000001,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,318.32800000000003,3.560100000000002,4.0,2.0,66.76,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,266.34099999999995,1.3826999999999992,4.0,3.0,70.59,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1,481.51200000000034,4.627100000000003,7.0,2.0,123.00000000000001,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,285.36499999999995,2.1955,3.0,1.0,74.68,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1
CC(Cl)CCl,112.98700000000001,1.8525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,438.4800000000001,3.5660000000000025,5.0,1.0,104.22,4.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,0.0,0
c1ccc2[nH]c(-c3cscn3)nc2c1,201.254,2.6864,3.0,1.0,41.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCOC(N)=O,89.09400000000001,0.10160000000000025,2.0,1.0,52.32,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0
Cc1ccccc1,92.14099999999999,1.99502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C=C(C)C(=O)OC,100.11699999999998,0.7355,2.0,0.0,26.3,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
O=CCCCC=O,100.11699999999999,0.5545,2.0,0.0,34.14,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0
CN(C)C(=S)SSC(=S)N(C)C,240.44400000000002,2.0608,4.0,0.0,6.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,176.124,-1.4073999999999995,6.0,4.0,107.22000000000001,2.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1
CCSCC[C@H](N)C(=O)O,163.24200000000002,0.5415000000000001,3.0,2.0,63.32000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,371.524,5.9961000000000055,2.0,0.0,12.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
COC(=O)C(c1ccccc1)C1CCCCN1,233.31099999999995,2.0852999999999997,3.0,1.0,38.33,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,308.3810000000001,3.7878000000000025,2.0,0.0,40.620000000000005,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,357.793,3.9273200000000026,4.0,1.0,68.53,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,438.5240000000003,2.5671,5.0,2.0,95.94000000000001,3.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,1
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,300.44200000000006,5.602600000000005,1.0,1.0,37.3,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,211.21699999999998,0.4423000000000001,4.0,4.0,103.78000000000002,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0
C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,328.4120000000001,2.1353999999999997,4.0,4.0,95.57999999999998,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1
CC(=O)N[C@@H](CS)C(=O)O,163.198,-0.4945,3.0,3.0,66.4,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,543.5250000000003,0.0012999999999993017,12.0,6.0,206.07,3.0,0.0,1.0,5.0,0.0,0.0,3.0,3.0,0.0,0
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,306.236,5.179600000000004,1.0,1.0,12.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,239.315,1.3059999999999998,4.0,4.0,72.72,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
CN(C)CCOC(c1ccccc1)c1ccccc1,255.36100000000002,3.3542000000000023,2.0,0.0,12.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCCCCCc1ccc(O)cc1O,194.274,3.2206000000000023,2.0,2.0,40.46,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
O=C(O)c1ccc(O)c(O)c1,154.12099999999998,0.7959999999999998,3.0,3.0,77.76,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,286.23900000000003,2.2824000000000004,6.0,4.0,111.13000000000001,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,302.194,1.3127999999999997,8.0,4.0,141.34,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,430.7170000000003,8.840260000000002,2.0,1.0,29.46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,289.37500000000006,1.9308999999999996,4.0,1.0,49.769999999999996,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,323.13199999999995,0.9089999999999998,5.0,3.0,112.70000000000002,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,390.5640000000003,6.433000000000007,4.0,0.0,52.60000000000001,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,414.34600000000006,3.4407000000000014,4.0,2.0,59.59,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,376.5810000000002,5.507100000000006,2.0,2.0,57.53,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,309.45300000000003,4.292000000000004,2.0,0.0,20.310000000000002,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,394.4230000000001,3.7033000000000023,6.0,0.0,63.22,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
O=c1[nH]c(=O)n(C2CCCO2)cc1F,200.16899999999998,-0.015300000000000313,4.0,1.0,64.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
O=c1cc[nH]c(=O)[nH]1,112.088,-0.9368000000000001,2.0,2.0,65.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,226.27599999999998,1.1849999999999998,3.0,2.0,75.27000000000001,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0
CNC(=O)Oc1cccc2ccccc12,201.225,2.5580000000000007,2.0,1.0,38.33,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,268.27299999999997,-2.708299999999996,6.0,2.0,98.82,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0
c1ccoc1,68.07499999999999,1.2795999999999998,1.0,0.0,13.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,272.37,1.0895000000000001,4.0,3.0,78.43,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,225.288,1.5192999999999997,4.0,4.0,72.72,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,257.437,2.1609000000000003,4.0,1.0,55.760000000000005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
NC(Cc1c[nH]c2ccccc12)C(=O)O,204.22899999999998,1.1223000000000003,2.0,3.0,79.11,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,266.34099999999995,0.45210000000000006,4.0,3.0,84.57999999999998,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1
N#[N+]/C=C(\[O-])OC[C@H](N)C(=O)O,173.128,-1.5728199999999992,5.0,2.0,123.76,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1
C=C(C)[C@H]1CC=C(C)CC1,136.23799999999997,3.308900000000002,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,309.33099999999996,4.435000000000003,2.0,1.0,21.259999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,254.285,3.1057000000000015,2.0,1.0,54.37,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,354.491,6.495500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NCC1(CC(=O)O)CCCCC1,171.23999999999992,1.3702999999999994,2.0,2.0,63.32000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,252.31599999999997,5.737200000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,239.27399999999997,2.999900000000001,2.0,1.0,40.540000000000006,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
COP(=S)(OC)Oc1ccc(SC)c(C)c1,278.335,3.6130200000000023,5.0,0.0,27.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Cc1cccc(N=Nc2ccc(N(C)C)cc2)c1,239.32200000000003,4.4764200000000045,3.0,0.0,27.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cc1cc(=O)[nH]c(=S)[nH]1,142.18300000000002,0.74091,2.0,2.0,48.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,291.265,3.2711000000000023,6.0,0.0,70.83,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,190.15800000000002,1.3814,3.0,0.0,70.08,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,362.7710000000001,4.431120000000004,6.0,0.0,57.900000000000006,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
C=CCN=C=S,99.15799999999999,1.2752,2.0,0.0,12.36,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CC1CN1P(=O)(N1CC1C)N1CC1C,215.237,1.2067999999999999,1.0,0.0,26.099999999999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,256.348,5.763040000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
O=NN1CCOCC1,116.12,0.0,3.0,0.0,41.900000000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CNC(=O)CSP(=S)(OC)OC,229.26299999999998,0.9828999999999999,5.0,1.0,47.56,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
O=C(O)c1ccc([N+](=O)[O-])cc1,167.12,1.293,3.0,1.0,80.44,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1
CCOS(C)(=O)=O,124.16099999999999,-0.01750000000000007,3.0,0.0,43.370000000000005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
COP(=O)(OC)OC=C(Cl)Cl,220.976,2.6804000000000006,4.0,0.0,44.760000000000005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CCOS(=O)(=O)OCC,154.18699999999998,0.30420000000000014,4.0,0.0,52.60000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
O=C1CC(=O)NC(=O)N1,128.087,-1.2575,3.0,2.0,75.27,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(OC)cc2)c2ccccc2)cc1,419.5650000000001,4.8944000000000045,4.0,1.0,41.93000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CN(C)C=O,73.095,-0.2956000000000001,1.0,0.0,20.310000000000002,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,231.25499999999997,-0.8194999999999992,5.0,0.0,43.169999999999995,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,320.04600000000005,5.929000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,318.0300000000001,6.187900000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,307.264,5.747000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,260.34000000000003,5.1738000000000035,2.0,2.0,24.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CC1CO1,58.08,0.4051,1.0,0.0,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CC(C)(C)O,74.12299999999999,0.7771999999999999,1.0,1.0,20.23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,272.773,4.5523,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCC(Br)(CC)C(=O)NC(N)=O,237.09699999999998,1.1349999999999998,2.0,2.0,72.19,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1
O=S1(=O)CC=CC1,118.15699999999998,-0.028999999999999915,2.0,0.0,34.14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCOC(=O)C1OC1(C)c1ccccc1,206.24099999999999,1.8637,3.0,0.0,38.83,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],316.135,-1.1939999999999997,12.0,0.0,209.48,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,456.5500000000002,4.746800000000005,10.0,0.0,55.38000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,434.6420000000004,8.793500000000003,4.0,0.0,44.760000000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CC1=CC(=O)CC(C)(C)C1,138.20999999999998,2.3218000000000005,1.0,0.0,17.07,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
CC(C)C=O,72.107,0.8412999999999999,1.0,0.0,17.07,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
C=CC(N)=O,71.079,-0.3423,1.0,1.0,43.09,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
C=CC(=O)O,72.06299999999999,0.25699999999999995,1.0,1.0,37.3,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,228.291,3.423700000000002,2.0,2.0,40.46,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,287.16700000000003,3.826200000000002,2.0,0.0,34.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C1C2OC2C2C1C1CC2C2OC12,164.20399999999998,0.8069999999999999,2.0,0.0,25.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,295.336,4.8618,2.0,0.0,43.14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
O=C1c2ccccc2C(=O)c2ccccc21,208.21599999999998,2.4620000000000006,2.0,0.0,34.14,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1
CCOC(=O)c1ccccc1C(=O)OCC,222.23999999999995,2.04,4.0,0.0,52.60000000000001,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0
O=C1OC(=O)c2ccccc21,148.11699999999996,0.9972,3.0,0.0,43.370000000000005,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1
COP(=S)(OC)SCn1nnc2ccccc2c1=O,317.33200000000005,1.9994999999999998,8.0,0.0,66.24000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cc1cccc(C)c1N,121.183,1.88564,1.0,1.0,26.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cc1cc(C)c(N)c(C)c1,135.21,2.1940600000000003,1.0,1.0,26.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Oc1c(Cl)cc(Cl)cc1Cl,197.44799999999998,3.3523999999999994,1.0,1.0,20.23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Cc1ccccc1S(N)(=O)=O,171.22099999999998,0.6424200000000001,2.0,1.0,60.160000000000004,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cc1ccccc1[N+](=O)[O-],137.138,1.9032200000000001,2.0,0.0,43.14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
O=[N+]([O-])c1ccccc1Cl,157.55599999999998,2.2482000000000006,2.0,0.0,43.14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NC(=O)c1ccccc1C(N)=O,164.16399999999996,-0.11559999999999981,2.0,2.0,86.18,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0
COc1ccccc1N,123.15499999999999,1.2773999999999999,2.0,1.0,35.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nc1ccccc1-c1ccccc1,169.227,2.9358000000000013,1.0,1.0,26.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
